基金代码,基金简称,日期,日增长率,近一周,近一月,近三月,近六月,近一年,近2年,近3年,今年来,成立来
005585,银河文体娱乐混合,2022-02-17,-1.80,-3.23,-19.14,-2.54,17.80,9.83,1.16,64.02,-12.69,61.71
003175,华泰柏瑞多策略混合,2022-02-17,0.76,0.11,1.82,6.72,17.64,40.65,55.90,79.91,2.62,91.96
004475,华泰柏瑞富利混合A,2022-02-17,0.78,0.12,1.88,6.27,17.62,41.90,89.70,120.58,2.08,73.33
001892,长盛新兴成长混合,2022-02-17,-0.25,-1.14,-6.64,-2.11,17.27,-0.84,60.71,100,-7.59,99.60
090019,大成景恒混合A,2022-02-17,-0.09,-0.51,-4.74,7.42,16.67,40.37,60.60,98.51,-1.44,184.88
006038,大成景恒混合C,2022-02-17,-0.09,-0.51,-4.81,7.25,16.33,39.47,58.63,95.03,-1.51,112.92
009686,华夏磐利一年定开混合A,2022-02-17,-0.36,-2.20,-10.57,2.20,15.80,53.21,,,-9.54,64.67
009687,华夏磐利一年定开混合C,2022-02-17,-0.36,-2.21,-10.60,2.10,15.57,52.59,,,-9.59,63.65
006567,中泰星元灵活配置混合A,2022-02-17,-0.77,-1.91,1.57,6.79,15.53,20.85,86.87,127.79,1.29,134.28
006624,中泰玉衡价值优选混合,2022-02-17,-0.78,-1.94,1.41,7,15.43,22.64,95.42,,1.21,107.07
012940,中泰星元灵活配置混合C,2022-02-17,-0.77,-1.91,1.53,6.69,15.30,,,,1.25,15.78
001955,中欧养老产业混合A,2022-02-17,-0.16,-1.73,-4.51,1.79,15.14,21.94,66.61,173.82,-3.26,217.90
012778,中欧养老产业混合C,2022-02-17,-0.16,-1.77,-4.58,1.57,14.72,,,,-3.39,18.46
519702,交银趋势混合A,2022-02-17,0.36,-0.58,-4.69,0.87,14.68,71.57,179.89,268.32,-5.37,567.12
671010,西部利得策略优选混合A,2022-02-17,-0.83,-1.72,0.70,12.24,14.30,8.08,45.13,79.32,-2.19,43.10
011060,西部利得策略优选混合C,2022-02-17,-0.91,-1.80,0.64,12.06,14.03,7.40,,,-2.27,15.33
011174,中庚价值品质一年持有期混合,2022-02-17,-0.03,-1.18,3.23,15.63,13.96,49.87,,,8.82,49.11
007423,西部利得聚禾混合A,2022-02-17,-0.44,-2.88,0.31,10.81,13.93,5.75,,,-2.10,15.21
007424,西部利得聚禾混合C,2022-02-17,-0.43,-2.88,0.31,10.79,13.87,5.63,,,-2.11,15.03
006551,中庚价值领航混合,2022-02-17,-0.15,-0.96,1.83,15.44,13.85,45.56,67.41,115.12,7.57,133.17
010728,中泰兴诚价值一年持有混合A,2022-02-17,-0.65,-1.69,3.02,9.64,13.81,23.31,,,3.40,23.58
011027,国寿安保稳弘混合A,2022-02-17,0.98,0.65,0.25,-0.50,13.71,,,,-2.24,25.30
011028,国寿安保稳弘混合C,2022-02-17,0.98,0.65,0.24,-0.53,13.64,,,,-2.26,25.70
010963,信达澳银周期动力混合,2022-02-17,0.75,0.86,-4.52,-10.27,13.60,53.18,,,-9.35,56.64
008269,大成睿享混合A,2022-02-17,-0.03,-0.92,0.42,6.04,13.56,24.52,51.22,,3.24,52.54
010729,中泰兴诚价值一年持有混合C,2022-02-17,-0.65,-1.70,2.97,9.50,13.54,22.68,,,3.33,22.95
008270,大成睿享混合C,2022-02-17,-0.03,-0.92,0.38,5.92,13.33,24.03,50.04,,3.17,51.26
000598,长盛生态环境混合,2022-02-17,1.21,2.39,-5.60,-5.57,13.12,20.75,59.80,119.36,-7.31,217.20
002258,大成国企改革灵活配置混合,2022-02-17,0.47,0.50,-3.40,-1.40,13.08,58.50,169.88,298.73,-9.26,244.10
166024,中欧恒利三年定期开放混合,2022-02-17,-0.75,-2.27,-5.28,5.17,12.98,26.61,43.23,63.84,-1.76,45.05
001810,中欧潜力价值灵活配置混合A,2022-02-17,-0.69,-1.80,-5.60,4.44,12.91,25.14,50.15,83.89,-2.60,134.13
420005,天弘周期策略混合,2022-02-17,-0.07,-0.07,-2.35,-1.95,12.88,8.87,83.02,148.08,-7.12,295.68
008809,安信民稳增长混合A,2022-02-17,-0.21,-1.22,3.25,9.86,12.67,22.76,31.90,,6.40,31.94
519756,交银国企改革灵活配置混合,2022-02-17,-0.10,-0.44,-0.58,1.59,12.64,11.96,74.47,135.36,-2.19,105
001300,大成睿景灵活配置混合A,2022-02-17,0.45,0.49,-3.29,-1.73,12.55,38.01,181.43,311.47,-8.13,144
010826,大成产业趋势混合A,2022-02-17,0.30,0.25,-3.27,-2.47,12.49,35.01,,,-9.61,35.10
005764,中欧潜力价值灵活配置混合C,2022-02-17,-0.66,-1.76,-5.64,4.26,12.47,24.18,47.81,79.54,-2.69,54.44
008810,安信民稳增长混合C,2022-02-17,-0.21,-1.23,3.22,9.75,12.44,22.26,30.85,,6.34,30.84
001656,农银中国优势灵活配置混合,2022-02-17,0.21,-0.86,-4.29,-0.65,12.28,10.94,84.77,179.13,-10.12,143.04
519002,华安安信消费混合A,2022-02-17,-0.37,-2.08,-3,-3.62,12.27,23.15,113.98,292.79,-7.02,487.44
001301,大成睿景灵活配置混合C,2022-02-17,0.48,0.52,-3.31,-1.87,12.13,36.99,177.43,301.91,-8.18,131.10
010827,大成产业趋势混合C,2022-02-17,0.30,0.24,-3.34,-2.67,12.05,33.93,,,-9.71,34.02
005392,长信价值蓝筹两年定开A,2022-02-11,,5.50,3.52,14.55,11.83,4.63,14.57,26.64,8.12,26.71
166005,中欧价值发现混合A,2022-02-17,-0.80,-2.14,-6,3.95,11.52,20.74,42.38,69.93,-3.14,319.98
001882,中欧价值发现混合E,2022-02-17,-0.79,-2.14,-6,3.96,11.52,20.74,42.40,69.99,-3.14,135.98
009911,长信价值蓝筹两年定开C,2022-02-11,,5.49,3.49,14.40,11.51,4.02,,,8.08,4.85
010429,中欧睿见混合,2022-02-17,-0.23,-1.99,-4.79,0.45,11.47,12.16,,,-3.88,13.82
090013,大成竞争优势混合,2022-02-17,-0.04,-1.01,-1.18,3.11,11.42,21.19,52.70,53.44,0.29,223.76
519212,万家宏观择时多策略混合,2022-02-17,-0.63,-1.11,7.40,18.59,11.24,3.55,12.17,34.48,10.98,43.09
010381,浙商智选价值混合A,2022-02-17,-0.65,-3.24,3.72,5.58,11.12,,,,5.12,13.19
004232,中欧价值发现混合C,2022-02-17,-0.80,-2.16,-6.06,3.75,11.08,19.76,40.12,65.69,-3.24,81.48
090018,大成新锐产业混合,2022-02-17,0.44,0.45,-3.67,-2.47,10.99,38.86,186.51,326.62,-8.67,754.80
001479,中邮风格轮动灵活配置混合,2022-02-17,-0.16,-1.13,-2.05,2.27,10.93,42.99,124.91,158.49,-5.74,182.56
090007,大成策略回报混合,2022-02-17,-0.17,-1.45,-0.98,3.25,10.91,16.84,45.63,85.87,0.32,615.28
166020,中欧成长优选混合A,2022-02-17,-0.45,-1.42,-4.08,6.67,10.90,25.88,55.70,89.16,-1.09,151.95
001891,中欧成长优选混合E,2022-02-17,-0.45,-1.41,-4.08,6.67,10.89,25.88,55.69,89.58,-1.09,114.85
010382,浙商智选价值混合C,2022-02-17,-0.66,-3.24,3.68,5.45,10.86,,,,5.06,12.72
008477,安信价值驱动三年持有混合,2022-02-17,-0.71,-2.13,2.55,9.19,10.79,16.11,63.05,,3.35,69.69
519185,万家精选混合,2022-02-17,-0.76,-1.68,5.94,17.71,10.71,-1.28,7.04,18.47,9.10,172.83
