基金代码,基金简称,日期,日增长率,近一周,近一月,近三月,近六月,近一年,近2年,近3年,今年来,成立来
501060,中金优选300指数(LOF)A,2022-02-18,1.34,-0.29,1.01,6.68,5.80,6.15,47.59,80.09,2.04,87.78
005579,光大晟利债券A,2022-02-18,0.62,-3.17,-4.40,-2,5.80,10.88,12.71,17.37,-5.55,20.06
009582,国寿中债3-5年政金债指数C,2022-02-18,-0.05,0.06,0.20,5.11,5.80,9.06,,,4.11,8.98
004953,兴全恒益债券C,2022-02-18,0.26,-0.55,-1.17,1.54,5.79,7.75,17.82,32.32,-1.35,38.05
001608,英大策略优选C,2022-02-18,0.71,1.66,-4.24,-2.13,5.78,6.54,57.12,132.65,-5.55,153.36
001427,招商丰泽混合A,2022-02-18,0.25,-0.06,-1.39,0.80,5.77,10.05,28.53,40,-1.75,63.10
001722,工银银和利混合,2022-02-18,0.70,-1.87,-2.17,3,5.76,9.28,35.92,39.28,-1.87,57.80
166402,浦银安盛沪港深基本面100,2022-02-18,0.76,-1.51,3.37,9.77,5.76,-2.87,-4.31,-3.73,8.46,2.85
007593,鹏扬中证500质量成长指数A,2022-02-18,1.34,1.21,-1.06,2.87,5.74,17.10,61.60,,-2.03,84.18
011443,创金合信鑫瑞混合C,2022-02-18,-0.11,0.83,-1.65,4.49,5.74,,,,-2.14,2.46
161907,万家中证红利指数(LOF),2022-02-18,1.79,0.34,0.58,5.97,5.73,22.98,39.94,49.47,2.11,133.09
011717,浦银均衡优选6个月持有混合A,2022-02-18,0.46,1.62,-1.29,-0.98,5.72,,,,-3.70,19.67
003628,兴银收益增强债券,2022-02-18,0.15,-0.81,-1.47,0.87,5.70,10.15,18.61,25.75,-2.10,29.80
009755,景顺长城安鑫回报混合C,2022-02-18,1.58,-0.04,0.26,5.82,5.70,3.26,,,2.28,9.64
002378,建信弘利灵活配置混合,2022-02-18,0.41,1.17,-6.75,-6.36,5.69,-4.81,66.07,167.53,-9.79,152.60
003194,汇添富中证上海国企ETF联接,2022-02-18,1.36,-0.71,-0.56,4.89,5.69,-1.02,3.15,6.95,0.32,-9.50
007549,中泰开阳价值优选混合A,2022-02-18,0.67,-1.03,1.27,6.09,5.67,14.59,103.72,,-1.45,126.46
007562,景顺长城景泰纯利债券,2022-02-18,0,0.02,0.34,1.39,5.67,9.85,11.71,,0.60,12.83
501061,中金优选300指数(LOF)C,2022-02-18,1.34,-0.29,0.99,6.62,5.66,5.89,46.85,78.43,2,85.83
007784,广发央企创新驱动ETF联接A,2022-02-18,1.03,-0.57,-2.56,2.75,5.66,17.14,37.94,,-3.23,45.47
008091,中信保诚红利精选混合A,2022-02-18,1.12,-0.24,0.11,4.15,5.66,0.38,57.23,,-0.53,55.06
003591,华泰柏瑞享利混合A,2022-02-18,0.12,0.33,0.41,2.47,5.64,5.21,20.70,34.60,1.05,51.12
008743,南方集利18个月定开债券A,2022-02-18,0.16,-0.34,0.01,3.10,5.64,8.40,,,-0.19,13.10
240016,华宝上证180价值联接,2022-02-18,1.33,-1.13,2.47,8.14,5.63,2.87,27.78,40.97,4.19,143.03
007797,博时央企创新驱动ETF联接C,2022-02-18,1.05,0.13,-2.11,2.55,5.63,16.30,35.54,,-2.78,35.49
009121,广发招享混合A,2022-02-18,0.13,-0.12,-0.09,1.64,5.62,8.29,,,-0.51,24.34
012002,中泰星宇一年封闭混合C,2022-02-18,0.57,-1.07,1.22,5.33,5.62,,,,-1.04,0.31
011834,大成投资严选六月持有混合A,2022-02-18,0.35,-0.74,1.43,4.49,5.62,,,,2.54,5.66
003147,大成动态量化混合,2022-02-18,0.19,-0.02,-1.35,1.58,5.61,5.45,25.06,82.65,-2.10,54.67
007785,广发央企创新驱动ETF联接C,2022-02-18,1.04,-0.57,-2.56,2.73,5.61,17.02,37.67,,-3.25,45.13
240012,华宝增强收益债券A,2022-02-18,0.42,-1.68,-2.19,-0.96,5.60,8.86,11.17,19.53,-2.53,84.57
020020,国泰双利债券C,2022-02-18,-0.25,0.12,-0.43,0.31,5.60,9.30,11.32,17.28,-0.43,104.65
610008,信达澳银信用债债券A,2022-02-18,0.17,0,-1.51,0.43,5.59,15.14,19.19,37.80,-2.01,63.56
720001,财通价值动量混合,2022-02-18,1.93,-2.57,4.97,4.29,5.59,9.18,58.04,198.63,5.37,563.13
005580,光大晟利债券C,2022-02-18,0.62,-3.18,-4.43,-2.10,5.59,10.44,11.82,15.56,-5.59,17.96
012370,银华鑫利一年持有期混合,2022-02-18,1.35,0.05,-0.54,2.76,5.59,,,,-0.61,6.23
002017,招商瑞丰灵活配置混合发起式C,2022-02-18,0.22,-0.11,-1.44,0.73,5.57,9.32,25.83,37.01,-1.76,50.11
005186,长安鑫兴混合A,2022-02-18,0.10,-0.27,0.07,1.46,5.57,-2.26,48.53,106.90,0.23,94.90
007594,鹏扬中证500质量成长指数C,2022-02-18,1.34,1.21,-1.09,2.76,5.53,16.64,60.33,,-2.08,82.13
004642,南方房地产ETF联接A,2022-02-18,3.24,-0.86,-2.03,9.22,5.52,-0.35,-5.27,2.94,1.37,-15.65
001520,国投瑞银研究精选股票,2022-02-18,1.09,-0.14,1.69,-0.03,5.51,3.18,84.27,151.30,-1.49,112.10
009051,易方达中证红利ETF联接A,2022-02-18,1.77,0.35,0.82,6.12,5.50,18.07,,,2.46,24.75
011718,浦银均衡优选6个月持有混合C,2022-02-18,0.46,1.61,-1.32,-1.08,5.50,,,,-3.75,19.32
100032,富国中证红利指数增强A,2022-02-18,1.91,0.33,1.23,8.08,5.49,15.70,33.87,43.65,3.02,308.81
009100,安信稳健增利混合A,2022-02-18,0.48,-0.26,1.21,4.71,5.49,10.10,,,2.94,20.07
001446,招商丰泽混合C,2022-02-18,0.19,-0.12,-1.42,0.63,5.48,9.53,27.64,38.24,-1.84,59.80
004010,华泰柏瑞鼎利灵活配置混合A,2022-02-18,0.11,0.38,0.45,2.40,5.48,13.37,30.80,46.64,1.04,64
005187,长安鑫兴混合C,2022-02-18,0.10,-0.26,0.06,1.41,5.48,-2.42,48.06,105.92,0.22,93.48
012609,安信稳健汇利一年持有混合A,2022-02-18,0.48,-0.20,1.28,4.67,5.47,,,,3,5.30
009052,易方达中证红利ETF联接C,2022-02-18,1.78,0.35,0.82,6.10,5.46,17.95,,,2.45,24.55
011437,中泰开阳价值优选混合C,2022-02-18,0.67,-1.04,1.24,5.98,5.46,14.16,,,-1.50,21.30
519767,交银科技创新灵活配置混合,2022-02-18,1.61,0.53,-1.38,-1.41,5.45,18.76,72.32,163.88,-3.11,167.83
004227,泰信鑫利混合A,2022-02-18,-0.23,2.23,-1.40,-1.18,5.45,14.33,11.85,18.70,-5.69,24.26
008092,中信保诚红利精选混合C,2022-02-18,1.11,-0.24,0.08,4.05,5.45,-0.01,55.98,,-0.58,53.75
002389,招商安德灵活配置混合A,2022-02-18,0.18,-0.15,-1.56,0.72,5.43,8.97,29.21,40.93,-1.97,52.35
008682,富国中证红利指数增强C,2022-02-18,1.92,0.33,1.24,8.04,5.43,15.38,,,3.03,34.12
610108,信达澳银信用债债券C,2022-02-18,0.17,-0.09,-1.60,0.34,5.42,15.05,18.78,37.01,-2.10,58.52
001302,前海开源金银珠宝混合A,2022-02-18,-1.02,4.20,6.66,4.55,5.42,0.88,12.05,46.41,7.29,26.50
167503,安信中证一带一路主题指数,2022-02-18,0.98,0.61,-0.42,3.96,5.42,15.92,60.24,66,-1.43,-25.38
003592,华泰柏瑞享利混合C,2022-02-18,0.12,0.33,0.39,2.39,5.41,5.04,20.64,34.67,1.01,50.22
008744,南方集利18个月定开债券C,2022-02-18,0.16,-0.36,-0.02,2.99,5.41,7.94,,,-0.24,12.23
011997,景顺长城安盈回报一年持有混合A,2022-02-18,0.55,0.22,1.45,5.06,5.40,,,,2.49,6.77
673110,西部利得新润混合,2022-02-18,0.46,0.06,-4.86,0.58,5.39,-0.23,34.13,82.51,-6.60,87.26
240013,华宝增强收益债券B,2022-02-18,0.42,-1.70,-2.23,-1.07,5.38,8.41,10.28,18.10,-2.58,75.33
519190,万家双利债券,2022-02-18,0.35,-0.15,0.20,1.63,5.38,9.66,15.11,24.17,-0.01,51.97
008128,湘财长源股票型A,2022-02-18,3.56,2.44,-2.93,-0.86,5.36,12.64,66.15,,-4.11,75
290003,泰信双息双利债券,2022-02-18,-0.13,0.14,0.04,1.95,5.35,14.71,21.53,26.57,0.37,99.21
003318,景顺中证500行业中性低波动,2022-02-18,1.08,0.86,-2.37,3.19,5.35,20.04,40.03,63.80,-2.74,39.95
004011,华泰柏瑞鼎利灵活配置混合C,2022-02-18,0.11,0.38,0.44,2.34,5.35,13.09,30.04,45.51,1.01,66.56
002207,前海开源金银珠宝混合C,2022-02-18,-1.04,4.20,6.71,4.55,5.35,0.73,11.80,46,7.17,24.10
009101,安信稳健增利混合C,2022-02-18,0.47,-0.26,1.19,4.64,5.34,9.76,,,2.90,19.40
002212,嘉实新起航混合,2022-02-18,0.76,1.04,1.74,1.60,5.34,4.29,27.53,36.49,-3.12,55.95
007674,工银产业升级股票A,2022-02-18,1.30,-0.78,1.30,6.11,5.33,10.50,48.53,,-1.51,60
253010,国联安安心成长混合,2022-02-18,0.17,0,0.67,5.44,5.31,2.52,24.37,39.89,5.25,197.88
485022,工银尊益中短债F,2022-02-18,-0.01,0.03,0.32,1.15,5.31,,,,0.57,7.35
002281,建信裕利灵活配置混合,2022-02-18,0.32,1.01,-7.54,-7.14,5.31,16.16,78.61,164.66,-10.46,138.25
004643,南方房地产ETF联接C,2022-02-18,3.23,-0.87,-2.08,9.10,5.30,-0.77,-6.03,1.71,1.31,-17.15
010989,南方房地产ETF联接E,2022-02-18,3.24,-0.86,-2.07,9.10,5.30,-0.75,,,1.32,-7.51
011494,华泰紫金丰和偏债混合A,2022-02-18,0.62,-0.36,-0.45,3.06,5.30,,,,-0.67,5.75
004932,招商丰拓灵活混合A,2022-02-18,0.41,0.35,-0.87,1.66,5.29,9.40,35.55,60.72,-0.61,72.94
007744,长盛安逸纯债债券A,2022-02-18,0.03,0,0.85,1.96,5.27,10.35,9.98,,1.43,10.13
008099,广发价值领先混合A,2022-02-18,1.04,-1.29,2.03,6.88,5.26,13.93,,,6.38,71.22
004772,国寿安保稳泰一年定开混合A,2022-02-18,,-0.07,0.64,2.64,5.25,6.74,29.86,41.36,-0.36,46.59
012610,安信稳健汇利一年持有混合C,2022-02-18,0.48,-0.20,1.24,4.57,5.25,,,,2.95,5.08
005695,华安睿明两年定开混合A,2022-02-18,,1.95,-3.93,-3.36,5.24,28.51,109.21,121.23,-5.61,102.45
008627,南方0-5年江苏城投债C,2022-02-18,0.02,0.04,0.33,1.09,5.24,5.24,,,0.59,5.24
004228,泰信鑫利混合C,2022-02-18,-0.25,2.21,-1.43,-1.28,5.23,13.82,10.95,17.29,-5.74,21.99
005271,安信恒利增强债券A,2022-02-18,0.12,-0.38,-0.56,0.67,5.22,2.84,8.37,13.77,-0.68,16.05
001247,华泰柏瑞新利混合A,2022-02-18,0.11,0.38,0.48,2.36,5.22,13.20,41.04,46.12,1.07,67.39
008060,景顺长城价值边际灵活配置混合,2022-02-18,0.23,-0.56,0.67,2.82,5.22,-2.03,,,-0.34,14.47
011851,天弘先进制造混合A,2022-02-18,-0.50,4.49,-9.16,-10.89,5.21,,,,-10.51,14.58
630002,华商盛世成长混合,2022-02-18,2.34,0.89,3.19,10.91,5.20,14.23,55.80,112.76,6.93,659.31
164811,工银中证京津冀协同发展指数A,2022-02-18,1.84,1.31,-0.30,9.91,5.20,18.27,26.85,27.96,3.02,88.78
000979,景顺长城沪港深精选股票,2022-02-18,0.19,-0.67,0.87,4.99,5.20,-1.10,31.41,52.45,0.68,61.90
090010,大成中证红利指数A,2022-02-18,1.80,0.36,0.59,6,5.20,17.27,33.03,41.50,2.27,141.82
011998,景顺长城安盈回报一年持有混合C,2022-02-18,0.55,0.21,1.42,4.96,5.19,,,,2.43,6.46
519519,华泰柏瑞稳本增利债券A,2022-02-18,0.74,-1.68,-2.79,1.25,5.18,7.54,7.98,13.06,-2.48,79.80
011835,大成投资严选六月持有混合C,2022-02-18,0.35,-0.76,1.37,4.28,5.18,,,,2.44,5.16
007801,大成中证红利指数C,2022-02-18,1.76,0.32,0.59,5.98,5.17,17.10,32.65,,2.23,35.51
002390,招商安德灵活配置混合C,2022-02-18,0.18,-0.17,-1.61,0.59,5.16,8.43,27.93,50.49,-2.05,50.49
003401,工银可转债债券,2022-02-18,0.53,-3.72,-6.40,-1.48,5.15,1.97,17.86,48.88,-7.93,52.20
007431,浙商之江凤凰联接,2022-02-18,1.39,2.32,-0.73,3.22,5.15,21.03,52.13,,1.10,66.89
161725,招商中证白酒指数(LOF)A,2022-02-18,0.71,3.67,1.05,-1.58,5.13,-16.47,111.87,194.45,-6.26,396.03
400013,东方成长收益灵活配置混合A,2022-02-18,0.48,0.26,-0.03,2.36,5.11,4.75,20.19,31.29,-0.98,80.15
002091,华泰柏瑞新利混合C,2022-02-18,0.11,0.36,0.46,2.30,5.11,12.98,40.48,45.77,1.04,64.39
007687,东方成长收益灵活配置混合C,2022-02-18,0.49,0.27,-0.02,2.37,5.11,4.75,19.91,,-0.98,31.74
009098,景顺长城价值领航混合,2022-02-18,0.18,-0.54,1.27,3.88,5.11,-1.42,,,1.33,35.04
008129,湘财长源股票型C,2022-02-18,3.56,2.43,-2.97,-0.98,5.10,12.08,64.03,,-4.18,72.56
001305,九泰天富改革混合A,2022-02-18,0.19,0.94,-1.92,3.27,5.09,3.77,45,89.58,-1.01,7.30
164208,天弘丰利债券(LOF),2022-02-18,0.27,-0.94,-0.28,2.03,5.08,13.78,15.52,22.54,-0.44,125.94
002657,招商安裕灵活配置混合A,2022-02-18,0.27,0.23,-0.57,1.19,5.08,9.31,31.46,54.22,-0.38,67.84
010955,天弘中证智能汽车指数发起式A,2022-02-18,-0.28,4.60,-11.36,-5.22,5.08,2.26,,,-11.33,-0.56
011495,华泰紫金丰和偏债混合C,2022-02-18,0.61,-0.37,-0.49,2.96,5.08,,,,-0.72,5.48
012414,招商中证白酒指数(LOF)C,2022-02-18,0.71,3.67,1.04,-1.61,5.08,,,,-6.27,-9.72
257060,国联安上证商品ETF联接,2022-02-18,1.15,2.08,3.24,4.12,5.06,26.86,92.03,118.53,2.25,10.84
003132,德邦新回报灵活配置混合,2022-02-18,0.57,-0.68,-1.48,-1.04,5.06,3.50,58.22,122.45,-1.01,147.01
164825,工银中证京津冀协同发展指数C,2022-02-18,1.84,1.31,-0.31,9.84,5.06,17.93,26.18,27.78,2.99,24.24
005272,安信恒利增强债券C,2022-02-18,0.12,-0.38,-0.59,0.59,5.06,2.53,7.72,12.73,-0.72,14.77
009387,嘉实稳福混合A,2022-02-18,0.73,-0.07,0.09,6.96,5.06,7.74,,,2.15,20.32
519918,华夏兴和混合,2022-02-18,2.26,-0.38,-3.57,-2.55,5.05,54.73,138.69,238.43,-5.30,343
080002,长盛创新先锋混合A,2022-02-18,-0.90,4.03,-5.68,-5.15,5.05,1.83,32.92,91.99,-6.97,416.93
005684,财通鸿睿12个月定开债A,2022-02-18,,-0.33,0.68,2.33,5.05,9.76,12.26,19.53,1.29,24.92
660015,农银行业轮动混合,2022-02-18,-0.47,4.26,-9.65,-10.23,5.04,11,74.73,174.55,-12.99,665.96
050020,博时抗通胀增强回报,2022-02-17,-0.50,-0.25,0.51,1.02,5.04,1.80,-28.39,-23.99,2.86,-60.40
000663,国投瑞银美丽中国混合,2022-02-18,0.17,-0.45,-4.45,-0.32,5.03,-2.34,54.73,175.13,-7.79,366.04
460003,华泰柏瑞稳本增利债券B,2022-02-18,0.75,-1.68,-2.80,1.18,5.02,7.20,7.32,12.04,-2.52,66.51
006889,平安惠鸿纯债债券,2022-02-18,-0.01,0.01,0.17,1.99,5.02,8.41,10.21,13.12,0.46,13.23
002276,中邮纯债恒利债券A,2022-02-18,0.08,-0.25,0.08,2.05,5.01,12.32,14.74,19.94,0.51,32.60
006150,招商添利两年债券,2022-02-18,,0.17,1.23,2.98,5.01,12.44,18.83,27.46,1.61,34.44
011438,红塔红土盛昌优选混合型A,2022-02-18,0.76,0.87,0.90,2.04,5.01,6.28,,,0.62,8.11
002254,长信金葵纯债A,2022-02-18,,-0.02,0.53,1.40,5,11.05,10.55,14.68,0.53,33.70
011018,景顺长城安泽回报一年持有混合A,2022-02-18,0.49,0.20,1.14,3.87,5,,,,1.51,7.66
007745,长盛安逸纯债债券C,2022-02-18,0.03,0,0.83,1.89,4.99,9.75,9.05,,1.39,9.18
011852,天弘先进制造混合C,2022-02-18,-0.50,4.47,-9.19,-10.98,4.99,,,,-10.56,14.20
004933,招商丰拓灵活混合C,2022-02-18,0.41,0.35,-0.92,1.51,4.98,8.75,33.96,57.87,-0.70,68.37
005793,华富可转债债券,2022-02-18,0.66,-3.71,-7.04,-4.36,4.97,26.85,21.86,47.48,-9.67,50.58
010956,天弘中证智能汽车指数发起式C,2022-02-18,-0.29,4.59,-11.38,-5.27,4.97,2.06,,,-11.35,-0.78
002277,中邮纯债恒利债券C,2022-02-18,0.08,-0.25,0.08,1.98,4.96,12.11,14.21,19.08,0.51,31.41
007976,易方达黄金主题人民币C,2022-02-17,2.42,8.06,7.63,0.12,4.96,-2.43,-6.29,,4.96,-0.25
010828,国寿安保稳悦混合A,2022-02-18,0.24,0.32,0.03,0.23,4.96,,,,-1.07,6.74
000706,中邮多策略灵活配置混合,2022-02-18,0.87,-1.98,-4.87,0.17,4.95,6.70,36.99,100.11,-3.66,116.72
007316,交银可转债债券A,2022-02-18,0.59,-2.98,-4.39,-0.83,4.94,13.02,35.81,,-7.17,49.44
012420,广发价值领先混合C,2022-02-18,1.04,-1.30,1.97,6.72,4.94,,,,6.30,-2.20
005246,国泰可转债债券,2022-02-18,0.23,-3.64,-7.25,-3.55,4.93,8.40,26.17,55.76,-8.93,53.10
007675,工银产业升级股票C,2022-02-18,1.30,-0.79,1.24,5.90,4.91,9.63,46.18,,-1.61,57.27
010829,国寿安保稳悦混合C,2022-02-18,0.24,0.32,0.03,0.21,4.91,,,,-1.08,6.64
004773,国寿安保稳泰一年定开混合C,2022-02-18,,-0.08,0.59,2.47,4.90,6.06,28.27,38.80,-0.44,42.65
121001,国投瑞银融华债券,2022-02-18,0.53,-0.67,0.72,3.14,4.89,2.35,6.67,7.91,1.28,417.33
160718,嘉实多利收益债券,2022-02-18,0.17,-0.58,-2.82,-0.42,4.89,3.71,12.62,19.86,-4.84,65.88
007769,东兴兴瑞一年定开A,2022-02-18,,0.07,0.71,2.56,4.89,7.55,12,,0.96,15.15
003165,鹏华弘嘉混合A类,2022-02-18,0.09,1.35,-5.31,-1.53,4.88,7.14,64.34,128.13,-8.17,133.99
004206,华商元亨灵活配置混合,2022-02-18,0.10,-0.11,0.92,-2.19,4.88,13.76,39.37,72.06,-0.77,45.67
011439,红塔红土盛昌优选混合型C,2022-02-18,0.76,0.85,0.87,1.97,4.88,6.02,,,0.59,7.83
010092,永赢华嘉信用债A,2022-02-18,0.06,-0.17,0.25,3.37,4.85,,,,1.60,8.78
006254,长城久悦债券,2022-02-18,1.19,-2.54,-3.90,-0.82,4.83,5.15,12.60,20.34,-4.72,20.39
005685,财通鸿睿12个月定开债C,2022-02-18,,-0.34,0.65,2.22,4.83,9.32,11.36,18.08,1.24,23.15
161116,易方达黄金主题人民币A,2022-02-17,2.29,7.91,7.48,0.12,4.82,-2.42,-6.07,11.96,4.95,-19.50
009388,嘉实稳福混合C,2022-02-18,0.73,-0.08,0.06,6.86,4.81,7.29,,,2.10,19.43
009912,九泰天富改革混合C,2022-02-18,0.09,0.85,-2.02,3.09,4.81,3.39,,,-1.20,13.02
008982,华泰紫金智鑫3月定开债,2022-02-18,,0.01,0.13,1.08,4.79,9.42,,,0.44,5.02
011019,景顺长城安泽回报一年持有混合C,2022-02-18,0.48,0.19,1.09,3.76,4.79,,,,1.45,7.27
002255,长信金葵纯债C,2022-02-18,,-0.02,0.49,1.28,4.78,10.60,9.69,13.33,0.46,30.49
002658,招商安裕灵活配置混合C,2022-02-18,0.27,0.22,-0.62,1.05,4.78,8.67,29.91,51.49,-0.45,62.14
003166,鹏华弘嘉混合C类,2022-02-18,0.09,1.34,-5.33,-1.59,4.77,6.92,63.69,126.77,-8.19,131.35
005094,万家臻选混合,2022-02-18,1.52,1.39,-3.79,-3.53,4.77,22.22,82.15,215.77,-9.02,174.56
001167,金鹰科技创新股票,2022-02-18,1.11,0.28,-8.97,-1.22,4.76,13.70,70.82,159.75,-7.46,45.20
000130,大成景兴信用债债券A,2022-02-18,0.11,-0.45,0.01,2.06,4.76,9.47,11.18,17.14,-0.10,85.89
360008,光大增利收益债券A,2022-02-18,0.17,-0.50,-0.25,2.42,4.75,12.25,16.18,25.26,0.33,89.87
003502,金鹰鑫瑞混合A,2022-02-18,0.09,-0.01,-0.50,0.28,4.75,6.63,18.40,23.26,-0.50,38.06
007317,交银可转债债券C,2022-02-18,0.58,-2.99,-4.43,-0.93,4.74,12.57,34.72,,-7.23,47.90
161217,国投瑞银中证资源指数,2022-02-18,0.46,3.24,5.31,4.72,4.72,23.40,87.66,115.84,3.73,30.80
519700,交银主题优选混合A,2022-02-18,0.04,0.54,-3.73,0,4.72,-1.29,36.98,120.76,-3.88,359.49
009452,光大尊裕纯债一年定开债,2022-02-18,,-0.02,1.43,3.35,4.72,7.47,,,1.84,7.88
161225,国投瑞银瑞盈混合(LOF),2022-02-18,0.15,-0.11,-4.74,-0.11,4.70,4.86,59.93,161.13,-8.24,172.83
008891,安信价值成长混合A,2022-02-18,0.99,1.23,1.94,0.46,4.70,-7.16,,,-0.96,75.81
010174,英大智享债券A,2022-02-18,0.19,0.17,-0.47,0.84,4.70,3.77,,,-0.15,6.31
003503,金鹰鑫瑞混合C,2022-02-18,0.09,-0.02,-0.51,0.26,4.69,6.53,18.17,22.87,-0.52,55.39
005696,华安睿明两年定开混合C,2022-02-18,,1.92,-4.02,-3.63,4.69,27.21,105.03,114.65,-5.73,94.84
010657,海富通欣睿混合A,2022-02-18,0.21,0.11,-0.34,1.46,4.69,9.62,,,-0.35,9.67
007819,华泰紫金丰益中短债A,2022-02-18,0.01,0.02,0.24,1.32,4.67,10.41,4.73,,0.53,7.85
200010,长城双动力混合,2022-02-18,-0.10,3.11,-9.47,-5.71,4.66,15.26,-8.76,38.34,-9.84,131.05
003102,长盛盛裕纯债A,2022-02-18,0.02,0.10,0.98,2.11,4.66,10.87,10.04,12.99,1.34,21.04
008345,南华瑞泽债券A,2022-02-18,0.96,-1.01,-0.62,1.57,4.65,7.39,18,,-0.03,18.17
673060,西部利得景瑞灵活配置混合A,2022-02-18,-0.49,4.64,0.63,-9.71,4.64,25.90,112.39,251.06,-6.65,208.23
009205,兴银丰运稳益回报混合A,2022-02-18,0.24,-0.87,-2.90,-0.35,4.62,9.44,,,-3.99,26.39
006195,国金量化多因子,2022-02-18,0.76,2.70,-0.12,6.73,4.61,14.18,45.21,51.81,-0.48,63.45
009493,大成尊享18月定开混合A,2022-02-18,0.30,0.24,0.51,1.40,4.61,1.24,,,0.69,8.65
010658,海富通欣睿混合C,2022-02-18,0.22,0.11,-0.36,1.41,4.59,9.40,,,-0.37,9.45
005679,财通鑫盛6个月定开,2022-02-18,,-0.74,-0.97,1.60,4.58,7.39,9.83,31.05,-0.76,33.91
217008,招商安本增利债券C,2022-02-18,0.10,0.03,-0.56,1.08,4.57,7.88,14.50,29.17,-0.45,178.19
009206,兴银丰运稳益回报混合C,2022-02-18,0.24,-0.87,-2.92,-0.38,4.57,9.35,,,-4,25.89
010461,民生加银康利混合,2022-02-18,-0.03,-0.03,0.12,2.94,4.56,4.81,,,0.18,7.59
011484,申万菱信宜选混合A,2022-02-18,0.03,0.21,-0.48,0.90,4.56,6.85,,,-0.72,6.83
360009,光大增利收益债券C,2022-02-18,0.17,-0.58,-0.33,2.27,4.55,11.95,15.35,23.87,0.25,79.87
000131,大成景兴信用债债券C,2022-02-18,0.11,-0.46,-0.03,1.95,4.55,9.03,10.29,15.73,-0.15,79.99
540004,汇丰晋信2026周期混合,2022-02-18,0.31,-0.14,-1.57,3.89,4.54,-7.21,41.06,96.33,0.57,377.99
005486,平安量化精选混合A,2022-02-18,0.64,0.99,-1.38,2.91,4.54,5.52,63.47,93.13,-0.98,75.57
003103,长盛盛裕纯债C,2022-02-18,0.02,0.09,0.96,2.06,4.53,10.62,9.71,12.40,1.32,20.22
011319,国泰上证综合ETF联接A,2022-02-18,0.56,0.42,-1.21,1.97,4.53,0.02,,,-2.53,4.12
010761,华商甄选回报混合,2022-02-18,1.48,0.48,3.91,11.54,4.52,13.42,,,9.45,16.27
011856,安信均衡成长18个月持有混合A,2022-02-18,1.02,1.35,2.35,0.39,4.52,,,,-0.24,3.24
000743,红塔红土盛世普益混合发起式,2022-02-18,0.02,0.05,0.38,2.21,4.51,8.06,37.05,87.91,-0.57,99.01
001825,建信中国制造2025股票A,2022-02-18,1.75,1.92,-5.65,-3.89,4.50,5.43,91.96,185.69,-7.93,140.64
004427,交银增利增强债券A,2022-02-18,0.15,-0.59,-0.66,1.21,4.50,10.46,25.82,43.03,-0.88,57.90
675011,西部利得稳健双利债券A,2022-02-18,0.61,-1.72,-3.33,-1.31,4.49,2.48,32.88,60.80,-5.22,91.04
010175,英大智享债券C,2022-02-18,0.19,0.16,-0.51,0.74,4.49,3.36,,,-0.21,5.82
008892,安信价值成长混合C,2022-02-18,0.98,1.22,1.90,0.36,4.49,-7.53,,,-1.01,74.47
006129,华安中证500低波ETF联接A,2022-02-18,1.03,0.76,-2.47,2.94,4.48,16.25,25.75,43.65,-2.89,43.75
340009,兴全磐稳增利债券A,2022-02-18,0.25,-0.78,-0.44,1.92,4.47,12.41,11.72,19.32,0.15,114.31
009124,华泰保兴科荣混合A,2022-02-18,0.44,0.11,0.51,2.13,4.47,3.82,,,1.72,17.13
008766,财通资管鸿盛12个月定开债券A,2022-02-18,,-0.85,-0.10,1.80,4.46,12.40,,,0.09,13.63
007820,华泰紫金丰益中短债C,2022-02-18,0,0.02,0.21,1.21,4.45,9.97,3.90,,0.48,6.81
001917,招商量化精选股票A,2022-02-18,0.92,2.57,-1.42,5.62,4.45,21.40,77.28,141.77,-0.34,113.54
001743,诺安优选回报混合,2022-02-18,0,1.76,-7.15,-2.67,4.43,34.97,59.07,83.85,-9.16,108.68
008456,招商瑞阳混合A,2022-02-18,0.24,0.17,-0.62,1.05,4.43,8.31,34.13,,-0.48,35.10
008346,南华瑞泽债券C,2022-02-18,0.96,-1.02,-0.65,1.45,4.43,6.96,17.07,,-0.08,17.21
009125,华泰保兴科荣混合C,2022-02-18,0.44,0.11,0.51,2.10,4.42,3.72,,,1.70,16.92
006482,广发可转债债券A,2022-02-18,0.21,-2.58,-7.24,-8.35,4.41,16.82,59.94,83.44,-11.20,88.23
009258,西部利得景瑞灵活配置混合C,2022-02-18,-0.49,4.60,0.57,-9.80,4.41,25.35,,,-6.73,126.17
161033,富国中证智能汽车(LOF)A,2022-02-18,-0.26,4.51,-11.34,-5.85,4.40,4.28,31.49,133.99,-11.42,90
005235,银华食品饮料量化股票发起式A,2022-02-18,0.17,2.26,1.16,-3.11,4.40,-9.71,102.85,164.40,-6.81,148.43
673020,西部利得成长精选混合,2022-02-18,0.79,0.90,-2.16,0.16,4.39,7.15,42.01,83.69,-2.41,90.30
001579,国泰大农业股票,2022-02-18,0.38,1.82,-1.19,-0.83,4.39,-13.22,37.31,115.13,-3.61,140.30
007262,东方红聚利债券A,2022-02-18,0.17,-0.43,0.07,1.31,4.39,14.22,18.98,,0.22,26.67
009397,大成安诚债券C,2022-02-18,-0.03,0.04,0.25,3.86,4.39,5.84,,,0.56,7.21
